email_text,sentiment
"sylvie <placenciasylvies36@gmail.com>  : May 30, 2024 at 10:13:33 AM EDT  To: nolet_michael@comcast.net, jkbraaten@comcast.net, deaconeaton@comcast.net, bdelaney3762@comcast.net, elioteisen@comcast.net, dorsh@comcast.net, jacook63@comcast.net, jbasilotto@comcast.net, lunamila1@comcast.net, asamora@comcast.net, hemantp@comcast.net, sandisvh@comcast.net, heday2@comcast.net, Dsandman49@comcast.net, rich.nolan@comcast.net, ulrikes@comcast.net, szuppa@comcast.net, mondodennett@comcast.net, dmsoos@comcast.net, cmb93vbgrl@comcast.net, rashun@comcast.net, grossmc@comcast.net, nick.lassiter@comcast.net, tbonucci@comcast.net, ckorf@comcast.net, hockeyd12@comcast.net, sandra.giordano@comcast.net, JRODGERS100@comcast.net, jschryver@comcast.net, pbellmakeup@comcast.net, martinchari@comcast.net, tbanzuela2011@comcast.net, frogs44@comcast.net, jadoll1@comcast.net, franknadal@comcast.net, mlanham@comcast.net, sellardfamily@comcast.net, summers_brenton@comcast.net, jlee1121@comcast.net, ccondon@comcast.net, jblapilusa@comcast.net, hartman_j@comcast.net, thompuff@comcast.net, dj1995s@comcast.net, trametta@comcast.net, sandeep.chand@comcast.net, andrea_parker@comcast.net, bjbrockardt@comcast.net, davidlumpkin@comcast.net, erniesta@comcast.net, matsuzarch@comcast.net, rshonerd@comcast.net, big.onion@comcast.net, kathyhara@comcast.net, mytei1@comcast.net, williams208@comcast.net, mbjs@comcast.net, farabaugh9238@comcast.net, karachassey@comcast.net, Bill Nardone <nardone.family@comcast.net>, m-ame@comcast.net, vsanchez20@comcast.net, hornickfamily@comcast.net, kimscales@comcast.net, bergerwj@comcast.net, monkeylady@comcast.net, fred.rose1@comcast.net, jsfielding@comcast.net, shagunaw@comcast.net, ejlunden@comcast.net, mckaypaul@comcast.net, stewart.jake@comcast.net, swaples@comcast.net, e.pudlo@comcast.net, ronrichards57@comcast.net, karamanos@comcast.net, ksteinman@comcast.net, reelmike@comcast.net, gholst@comcast.net, mmpenterprises@comcast.net, a.amezquita@comcast.net, tmsy22@comcast.net, drfrentrup@comcast.net, longbowchuck@comcast.net, mortp5376@comcast.net, sleffert@comcast.net, michaeljdeckard@comcast.net, tomyoung01@comcast.net, derrickmacksr@comcast.net, amy1604@comcast.net, amskellly@comcast.net, alexanma@comcast.net, chuckejo@comcast.net, rwoodring35@comcast.net, michaelpaul317@comcast.net, gmlee5@comcast.net, roselynkinnick@comcast.net, kdembo@comcast.net, jlt511@comcast.net, staylor817@comcast.net, jscheidhauer@comcast.net, luthyone@comcast.net, pimentel.ryan@comcast.net, wfoster67@comcast.net, Esk610@comcast.net, billkotten@comcast.net, Farris360@comcast.net, adamwagstaff@comcast.net, jeremy.rockett@comcast.net, kupovine@comcast.net, bevster327@comcast.net, paullatchaw@comcast.net, eagjpech@comcast.net, rummchuck@comcast.net, jonsell6@comcast.net, nfmoshier@comcast.net, l.b.henderson@comcast.net, pamhill2929@comcast.net, vonschwarz@comcast.net, skantola@comcast.net, jillrgoldman@comcast.net, mz.pit@comcast.net, pfurcht@comcast.net, cstayrook@comcast.net, bongietla@comcast.net, kamenisland@comcast.net, bnorris02@comcast.net, hsuj@comcast.net, Hawaiianpunch1@comcast.net, silva-justina@comcast.net, knowfaith@comcast.net, honoroc@comcast.net, rickmoser@comcast.net, murphya22fl@comcast.net, alchristy@comcast.net, rstout100@comcast.net, mchapkis839@comcast.net, ejolley@comcast.net, mdboys4@comcast.net, klinknerhome@comcast.net, djwjepratt@comcast.net, comix54@comcast.net, danielle.grimes@comcast.net, kwoltke04@comcast.net, bboyland1@comcast.net, parrhome@comcast.net, donnellyfam@comcast.net, vga@comcast.net, russjohnson15@comcast.net, jchlebek@comcast.net, baroneclan@comcast.net, jennwetzel@comcast.net, steveshos1@comcast.net, marchmadnez05@comcast.net, mama2k13@comcast.net, evelyn529@comcast.net, sydney.runge@comcast.net, fredjfox@comcast.net, kschulte10@comcast.net, rscoleman@comcast.net, kmesserlki@comcast.net, johnkeane@comcast.net, mimiclaire@comcast.net, gioaslan@comcast.net, dhlang@comcast.net, jkadams26@comcast.net, broadway0515@comcast.net, abccline@comcast.net, jbs1048@comcast.net, kandrschell@comcast.net, tjbusiness@comcast.net, totallytori95@comcast.net, noel.bennett@comcast.net, thebraswellhome@comcast.net, calabroj@comcast.net, brianturk77@comcast.net, danielle.stoner@comcast.net, kathleen.betchner@comcast.net, barrymalkin@comcast.net, vitacd3@comcast.net, autooracle@comcast.net, jeff.loeser@comcast.net, droesser@comcast.net, timothywpatterson@comcast.net, jason_428@comcast.net, parties.by.cat@comcast.net, dino543@comcast.net, bharkins1@comcast.net, vmullen1@comcast.net, detreux@comcast.net, acleveland07@comcast.net, jjllaafrey@comcast.net, 1966dr@comcast.net, jllnnewswanger@comcast.net, sarah.guariano@comcast.net, caitlyn3194@comcast.net, meganpc@comcast.net, aaron.stachowski@comcast.net, jcmehner@comcast.net, jcram@comcast.net, theresa.baron@comcast.net, stevekarson@comcast.net, chris.shoup@comcast.net, carley.cann@comcast.net, purchases@comcast.net, artie.3@comcast.net, jenfarabaugh1@comcast.net, Zacapa11@comcast.net, rajpatel_us@comcast.net, laurenmurphy@comcast.net, lhersh24@comcast.net, zack.hayes@comcast.net, noniestager@comcast.net, clairefrances@comcast.net, raywclement@comcast.net, jrshop@comcast.net, krisw28@comcast.net, kenziejohnson@comcast.net, dan2539@comcast.net, tonyd.rn@comcast.net, chrisknoebel@comcast.net, salisburyterp@comcast.net, mrgerbino@comcast.net, margaret.copeland@comcast.net, blenda_mourar@comcast.net, newmancom@comcast.net, deena@comcast.net, amonstr@comcast.net, kn4073@comcast.net, sfcbob@comcast.net, nancyhovik@comcast.net, j.brasure@comcast.net, vinklekh@comcast.net, drwilliams2@comcast.net, ralphciv@comcast.net, johnrosezuk@comcast.net, DOUG.1951@comcast.net, tab1n2@comcast.net, cel.104@comcast.net, joenlouz@comcast.net, freeassociation@comcast.net, kbfla@comcast.net, drechnitz@comcast.net, chkm8@comcast.net, jjsukanti@comcast.net, pjhu@comcast.net, cjmoe@comcast.net, jepsenfive@comcast.net, rjb-3@comcast.net, Batallern@comcast.net, kmp3231@comcast.net, lizabeth65@comcast.net, salserago@comcast.net, vanordens@comcast.net, robert.vincent@comcast.net, danielleusa@comcast.net, gnserein@comcast.net, rudys-r-us@comcast.net, vanroden1@comcast.net, jacobsnyder@comcast.net, bgrassie@comcast.net, lauriehark@comcast.net, gregoryross@comcast.net, juandstar@comcast.net, cyoung6120@comcast.net, doreenpace@comcast.net, ambsfamily@comcast.net, velezr@comcast.net, mvboles@comcast.net, retiredadmv@comcast.net, roland15@comcast.net, allingannette@comcast.net, jwp112951@comcast.net, alclark75@comcast.net, jen.boughner@comcast.net, cwbodern@comcast.net, jordanpeake@comcast.net, 1pjl1@comcast.net, tennislover1@comcast.net, blkkats@comcast.net, kbovello@comcast.net, brunner2651@comcast.net, jcivo8@comcast.net, donnakwilber@comcast.net, mcomp@comcast.net, kayakbarber@comcast.net, bloydar@comcast.net, Mapk94@comcast.net, morayma@comcast.net, egolfer02@comcast.net, cccaseygirl@comcast.net, trosegarber@comcast.net, mark_denise@comcast.net, kmiclot@comcast.net, Candice Richardson <jcheck99@comcast.net>, heidistr@comcast.net, deer-hollow@comcast.net, ericksonanita@comcast.net, sherrikad@comcast.net, kolekjk@comcast.net, pat.carroll@comcast.net, Icemann181@comcast.net, jimtcsj@comcast.net, zalkabol@comcast.net, plkarol@comcast.net, Felconroy@comcast.net, masoncraig2011@comcast.net, tengel92@comcast.net, shane.faw@comcast.net, dionnedetraz@comcast.net, ageller21221@comcast.net, rebecca.patton@comcast.net, sarah.patten@comcast.net, jcromwell2@comcast.net, jbasquill@comcast.net, dnmcdaniels@comcast.net, wiljacques@comcast.net, kmmickel@comcast.net, sherry.lupinetti@comcast.net, thekraftfamily1@comcast.net, skinandhealth@comcast.net, beda.johnson@comcast.net, jjim.rymer@comcast.net, s_humphries@comcast.net, martinlong8247@comcast.net, jat4@comcast.net, kathyspraitz@comcast.net, marissafriedman@comcast.net, reneerizzo@comcast.net, jodi1976@comcast.net, jokenvishbar@comcast.net, gbusa@comcast.net, louisgay@comcast.net, ssvetl1@comcast.net, leonmidgett@comcast.net, tanya.geier@comcast.net, mgahring2634@comcast.net, yvonnehengst@comcast.net, fpp93@comcast.net, Riley829@comcast.net, imccabe@comcast.net, ipattorney@comcast.net, joefeliciani@comcast.net, timewastr3@comcast.net, hae923@comcast.net, prising@comcast.net, jbeaumier@comcast.net, amysmalley5601@comcast.net, studabecky@comcast.net, tali22@comcast.net, allinson@comcast.net, bbosart@comcast.net, Katie Kelly <kellykat@comcast.net>, ANTONIO_007@comcast.net, awjalley@comcast.net, mpjohnson@comcast.net, hellas@comcast.net, tdwesley@comcast.net, kieffer_joe@comcast.net, soccergirlz2@comcast.net, soccerloverjenny@comcast.net, slover31@comcast.net, stief129@comcast.net, ckelker@comcast.net, rdf1@comcast.net, kvandek@comcast.net, annemrosen@comcast.net, gbm4114@comcast.net, frankmazzone@comcast.net, debbiemrad@comcast.net, amy-david@comcast.net, c-reber@comcast.net, trusso425@comcast.net, joemorrow@comcast.net, kmg875@comcast.net, kmzimmer@comcast.net, victoriamlarson@comcast.net, mbs631@comcast.net, larson17@comcast.net, lewissusan@comcast.net, cesmd@comcast.net, millercjspam@comcast.net, daviesj1610@comcast.net, marklombardo@comcast.net, moverpec@comcast.net, kbeaupre@comcast.net, tspills@comcast.net, tbui.mail@comcast.net, julesabraham@comcast.net, jbglock27@comcast.net, viennabanana@comcast.net, samsparks@comcast.net, jvallandingham34@comcast.net, dmora@comcast.net, kenb100231@comcast.net, ttuori@comcast.net, john.n.gregg@comcast.net, smatlak247@comcast.net, mark1devils@comcast.net, honey_ii@comcast.net, tjgermana@comcast.net, wassell5@comcast.net, csclucas1@comcast.net, johnpignatelli@comcast.net, bgaas@comcast.net, norcross6@comcast.net, ahf53@comcast.net, 28ray@comcast.net, megan3904@comcast.net, stacigibbsmua@comcast.net, tarynadams@comcast.net, Traversd@comcast.net, pkppat59@comcast.net, kruta@comcast.net, lkbrodeur@comcast.net, lsekel@comcast.net, allnutt@comcast.net, kacalabrese@comcast.net, Jim Falco <jimfalco@comcast.net>, skiinigiscool@comcast.net, 1wildgrizzly@comcast.net, jeffcarraway@comcast.net, cbraggbond@comcast.net, pauljwhelan@comcast.net, l.tweardy@comcast.net, alic1025@comcast.net, tarachal@comcast.net, jsbchicago@comcast.net, wayjoe@comcast.net, npblack@comcast.net, janicenalan@comcast.net, ajhollis23@comcast.net, caawes@comcast.net, jlopez19958@comcast.net, milrons@comcast.net, geoffdavis174@comcast.net, krisscales1@comcast.net, cgode08@comcast.net, jschrenk@comcast.net, nicoleddaniel@comcast.net, tshade4@comcast.net, mleague33@comcast.net, nlwbjw@comcast.net, lcummings08@comcast.net, romero6599@comcast.net, michaelrhicks@comcast.net, rroth0625@comcast.net, fredpsu1989@comcast.net, scottjr252@comcast.net, icsng@comcast.net, Chris Kleppinger <cklepp74@comcast.net>, charlessandy1@comcast.net, tuminarox4@comcast.net, mcerritos@comcast.net, vkarbeling@comcast.net, rvlogo@comcast.net, beanmail@comcast.net, stoops78@comcast.net, snkdinatale@comcast.net, corey6790@comcast.net, i.rosen@comcast.net, tom.buglio@comcast.net, cadeardorff@comcast.net, sandsdigregory@comcast.net, ktn2@comcast.net, lcross2008@comcast.net, alejandragarcia@comcast.net, woods8258@comcast.net, morganjgray@comcast.net, maloney312@comcast.net, horwedel@comcast.net, mike8179@comcast.net, wilmunden@comcast.net, cmcbride82@comcast.net, dschonyers2@comcast.net, Jeff.ebert@comcast.net",Suspicious/Scam
"  to:	  bcc:	cpcours2@ncsu.edu  :	May 31, 2024, 9:16 PM  subject:	UHP Upper-Level Event: Feedback and Reflection  mailed-by:	ncsu.edu  signed-by:	ncsu.edu  Hi Wolfpack,    I'd like to extend a huge thank you to every single one of you for your engagement with Upper-Level Events this spring semester. It has truly been a pleasure!    Regardless of graduation status, I would very much appreciate you all taking a few minutes to complete a survey regarding your experience with Upper-Level Events this previous semester. Responses from these forms will help build the case for continuing these events and setting aside an appropriate budget for them. They also (of course) help us understand what can be done better, what you absolutely loved, and what we need more of. Your feedback here is greatly valued.    If you attended any standard Upper-Level Events, please fill out this survey.    If you attended any of the Upper-Level Trips (Ski Trip, Richmond, or Nashville), please fill out this survey.    Thank you all so much for your time! I hope to see you soon :)",Neutral/Benign
"Freedom Debt Relief Assistance <inforoky@marink.gb.net>  : May 29, 2024 at 12:59:06 PM EDT  To: meganpc@comcast.net  Subject: What  to  do  and  expect    ﻿   Dear meganpc,    What To Do And Expect",Suspicious/Scam
"House Buyer Network <infonxve@marinitool.gb.net>  : May 29, 2024 at 3:21:25 PM EDT  To: meganpc@comcast.net  Subject: Sell  Your  Home  Fast    ﻿   Dear meganpc,    Sell Your Home Fast",Suspicious/Scam
"Mini Saw <infocypk@marinjewelersguild.gb.net>  : May 30, 2024 at 11:43:03 AM EDT  To: meganpc@comcast.net  Subject: Critics  Agree  This  Chainsaw  Is  The  Best  Around    ﻿   Dear meganpc,    Critics Agree This Chainsaw Is The Best Around",Suspicious/Scam
"Lowe's Rewards <infomzwc@marinite.gb.net>  : May 30, 2024 at 2:10:39 PM EDT  To: meganpc@comcast.net  Subject: Claim  Your  Kobalt  Tool  Set  Today!    ﻿   Dear meganpc,    Claim Your Kobalt Tool Set Today!",Suspicious/Scam
"Annuity Plans <infodvup@marinkas.gb.net>  : May 30, 2024 at 2:20:01 PM EDT  To: meganpc@comcast.net  Subject: Get  2024's  Best  Annuity  Rates    ﻿   Dear meganpc,    Get 2024'S Best Annuity Rates",Suspicious/Scam
"Congrats! <infokhsw@marinitool.gb.net>  : May 30, 2024 at 2:38:21 PM EDT  To: meganpc@comcast.net  Subject: $50 Costco Reward. Participation Required    ﻿   Dear meganpc,    $50 Costco Reward. Participation Required        ",Suspicious/Scam
"Netflix <infopacj@marinlawbiz.gb.net>  : May 30, 2024 at 4:37:16 PM EDT  To: meganpc@comcast.net  Subject: Your  Membership  has  expired!    ﻿   Dear meganpc,    Your Membership Has Expired!",Neutral/Benign
"Netflix <info@account.netflix.com>  to:	ecoursey2013@gmail.com  :	Jul 3, 2023, 10:04 PM  subject:	A new device is using your account  mailed-by:	mailer.account.netflix.com  signed-by:	account.netflix.com  A new device is using your account  Hi Erin,  A new device signed in to your Netflix account, ecoursey2013@gmail.com.     The details  Device  Web Browser  Location  New Jersey, United States  (This location may not be exact.)  Time  July 3rd, 7:04 PM PDT     If this was you or someone in your household:  Enjoy watching! Have you seen this one? Queen Charlotte: A Bridgerton Story.  If it was someone else:  Please remember that we only allow the people in your household to use your account.  If you don’t know who it was:  We recommend that you change your password immediately to keep your account secure.  We're here to help  Visit the Help Center for more info or contact us.  The Netflix team     View All TV Shows & Movies       Questions? Visit the Help Center  121 Albright Way, Los Gatos, CA 95032, U.S.A.  Communication Settings  Terms of Use  Privacy  Help Center  This message was mailed to [ecoursey2013@gmail.com] by Netflix as part of your Netflix membership.  SRC: 5F639529_f316f8b1-c5da-46dc-987b-6b57604fe9f7_en_US_EVO   ",Neutral/Benign
